major,minor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407
27.0,168.5,22.0166661855,20.6671423681,20.8028567636,21.4626186471,23.4449994226,25.7502376012,27.1507136936,27.8561898183,27.2502373738,26.17547562,24.8576184683,23.2804757076,21.8123805188,20.7599995479,20.3088090536,20.6761900138,22.2578567324,26.0452375421,27.3683328181,27.8276185543,27.8530945998,27.1930946619,26.3276184633,23.8033326921,22.3549995874,21.6228565943,21.5116662074,22.046666146,24.3980946771,26.0047613331,27.316904204,27.9035706748,27.7988088243,26.9388089869,25.7973804017,23.696904319,22.1985707969,20.7611900052,21.5159518374,22.4335708174,23.4811899548,26.4880946931,27.185713676,27.8783327745,28.2430946717,26.9273803348,24.80357093,23.6519041969,22.4849994295,21.2292852405,20.71428517,21.7404757457,22.2830947231,25.5769042064,27.1576183869,27.0664279126,27.3595231829,26.876904125,25.5109517229,24.0316662107,22.4642851695,21.5552374529,21.7166661764,22.309523356,23.8754757017,25.1790470405,27.537618364,28.379285176,27.8328566321,25.9480947769,24.9599994476,23.9130947931,22.947618484,21.805951799,22.5428566705,22.8804757252,24.5909517374,27.024761064,27.964523134,27.6119040514,27.6207134602,27.0719041367,25.9428565614,24.324047134,22.860951651,21.1228565498,20.6216662726,22.2590471448,23.4235708605,25.9697613486,27.5185708093,28.0169041962,27.5788088748,26.6288089302,25.0278565545,23.6595233281,22.5680947081,21.7502376924,21.8892851788,21.9792850126,23.5480948857,25.3180947076,26.7826184771,27.4426184155,27.8876187005,26.6830944788,24.9669042764,23.2909518645,21.9361899695,20.4902375543,21.0973804112,23.0949994955,24.596428099,26.6049994514,28.0792853038,27.6573803312,28.3442851469,27.1271423162,25.7004756476,23.7469043279,22.1266661598,21.663332894,21.1895232433,21.9147613152,22.7183327907,24.9607136131,26.7557137357,27.1133327029,27.0611898786,25.9740469338,24.5995233626,23.11952323,21.8659519467,20.9933328176,21.3209520074,21.8623803914,23.700951849,25.5345231917,27.8069042033,27.3345232464,27.2780945638,26.6357137131,25.1692851393,23.6699994857,22.1778566269,21.8583328612,21.4742852169,21.9819043481,23.2059518271,25.1319042398,26.7528564812,28.0461899436,27.5216660719,26.341904231,24.4885708488,23.3773804621,21.9373804276,20.715713865,20.2783328919,21.8223805212,22.5376186826,25.2597611288,27.4202374043,28.2852374483,28.391427994,27.3311897912,25.914523306,23.856666156,21.9280947281,20.9147613617,21.0045232771,22.489047095,24.1564280193,26.1021422879,27.1761898317,27.9945233214,27.9754755386,27.0607136774,24.600237619,23.677380426,21.9488091248,21.0473804929,21.1821423033,22.0073804855,23.6516660512,25.3219041362,27.0807136812,27.8757137117,27.613332795,26.7166661762,25.3623803005,24.214285169,22.425951821,21.6942852562,21.4297614781,23.1876185281,24.5890471145,27.0654755088,27.8345232462,27.8623802543,27.748094741,27.0685709545,26.3183327169,25.011189869,23.2069042752,23.0195233026,23.2771425262,23.9054757524,24.5733326957,26.320951825,27.3252374557,27.7021423971,28.070713724,27.3264280505,26.149761291,24.4071422762,22.6852377031,21.8911900305,21.8666662943,22.7909517733,24.4690469564,26.7252373005,27.7942851381,28.7295231129,28.1278567548,26.5738089421,25.81404695,24.496428035,23.1745233074,22.606665929,22.251904124,22.669999486,24.4554756262,26.5514280686,27.7195231121,27.9819040288,27.6214278074,27.2414281017,26.188808986,24.1664280662,22.6478565305,22.365951856,22.2552376707,21.8866662069,23.2023804529,26.8797613781,27.813332876,28.7919040855,28.0254755019,26.684523265,25.7499994095,24.3576185136,22.9514281867,21.686428206,21.0433328269,22.125713666,23.7245232721,26.6311896638,27.550237474,27.9733328143,28.3766660693,27.7040467938,25.195713906,23.7245233169,21.8759518574,20.8995234171,21.0940472281,22.8995233264,23.8066661476,25.2540469848,27.7554756795,28.0499992826,27.9961897538,26.5683327636,24.7407137098,23.3599994745,21.9240471519,21.0369043348,21.2554756352,22.3749993648,24.2442850386,26.1457136702,27.1876184364,28.62476131,28.3428564074,27.2645230976,25.8378567012,24.1230946493,22.7719041738,21.6826186412,21.2276185355,22.3161898576,23.9335708167,24.7007136569,27.0297611776,27.7757137843,27.8326184867,26.671904064,25.1728566945,23.872142201,22.4119043348,21.4121422998,20.752142361,22.1680949083,23.7821424119,26.833809081,27.9554756257,28.8038089393,28.5595232193,27.545237586,26.1273804164,24.77261843,23.4338088255,22.2116661531,21.9511898588,23.6995231993,24.5088089074,25.7909517738,27.309999466,28.1469040829,28.3066660564,27.8288088748,26.3607138229,23.7842852279,22.0928566345,21.416190056,21.4780947369,23.0254756398,23.7509518121,25.2840470362,26.9892850605,28.1583327338,28.0857137057,27.2969041557,25.7014280048,24.5057137807,22.59547556,21.4035709471,21.8654757452,22.2747614271,23.3495232257,26.0069041931,27.5714280721,28.0573804943,28.5509518217,27.515237445,25.7040468848,23.9392852783,22.2192851481,20.9738090607,21.2061899279,21.5485710412,23.8292851676,26.9585707069,28.1173803248,27.8366658345,27.8566659745,27.3188089648,25.3730946036,24.4688088552,22.9392854598,21.6926184157,22.2564281279,22.4904755183,24.1902375898,26.4759516945,27.5552374074,27.2045232681,27.05642791,26.6971423288,25.0545231957,23.3028565824,22.1516662329,21.7159519655,22.0547614326,22.3838090902,24.3240470429,26.59523755,28.2428564343,28.7292852405,28.1733326681,26.5511899667,25.451189904,23.6071424026,21.8633327488,21.1559520455,21.2178568614,22.2857136957,23.074047134,25.3161900381,27.7914280214,28.7199991771,29.1378565288,27.7030945731,25.5826184867,23.8290471121,22.0378568288,20.4680948714,20.6995233355,22.0145233245,24.5959518974,26.8764279231,28.4302374969,29.3880946293,27.2447613769,26.7092850545,25.7264278955,24.2321424033
27.0,175.5,21.5352374488,20.297380584,20.5183327086,21.2157137271,23.0157137831,24.0747614362,26.2028566086,27.3554756079,27.05214237,26.0888088307,24.3385708224,22.6995232448,21.15452335,20.3054756438,20.2071423757,20.955713954,22.8428568164,25.6914279583,26.9554755805,27.1921423962,27.4388088955,26.928094591,26.0899993805,23.814285279,21.5554757348,20.9857137321,21.1823805398,22.2828563967,24.6833327612,26.7542849945,27.4961898433,27.929523241,27.5914279852,26.3071423486,25.1352375569,23.3988089793,21.5973803664,20.5052377152,21.0480947952,21.8688090645,23.1907137917,26.1919042043,26.5107136224,27.4076184769,27.6478564852,26.4723805474,24.5866660619,23.149761246,21.9540472031,20.8664281479,20.61142808,21.7440469836,21.8442850567,24.9428566071,26.5116661624,26.9249995548,27.273570924,26.4733327229,24.8576182864,23.4090472638,21.8590472088,21.1604758229,21.462856656,21.9173804236,23.3833328881,24.6780946374,27.068809056,28.2588088171,27.8611897505,25.5304755717,24.5978564757,23.57976146,22.493570736,21.4780948283,21.7445233212,22.137856666,23.4040471945,26.3442850564,27.3004756664,27.6647613624,27.2302374612,26.8354755126,25.8645233426,24.0328565779,22.9097612471,21.1419043769,20.6964280719,21.8397613255,23.6330945155,25.6307136905,27.4902376443,28.0485708152,27.6671423236,26.1916660583,24.529523259,23.2428566624,22.4176184336,21.5542852305,21.7304755621,21.8680948536,23.354523341,25.45357082,26.5649993536,27.3011898769,27.8030945002,26.498332704,24.5816660836,23.0530947724,21.8628565471,20.5649994443,21.2004756012,22.8114280702,24.0899996069,25.6723804481,27.0852375031,27.6816659202,28.2057137262,26.4823803219,24.9564278926,23.0778565636,21.6766662143,20.8902377176,20.613808996,21.2097613026,21.9514279593,24.4545233593,26.4097612471,26.7328566595,27.0649994445,25.7107137495,24.0295232131,22.5761898593,21.4514280502,20.71071375,21.2583328429,22.0519041786,23.72904714,25.2640471686,27.188094684,27.2516659324,27.2283328369,26.0426184336,24.4973802112,22.8942850648,21.4061900088,21.294047174,21.1711899888,21.9038090931,23.18285665,25.5473804471,26.5569041564,27.8869042164,26.3642851502,25.538332804,23.9957137333,23.5528565814,22.2283329736,20.9854757217,20.4804757888,21.6369043079,22.0814279831,24.934523446,27.1549994602,27.7195232026,27.9376183914,27.0345231469,25.2359518786,23.5047613333,21.79833285,20.7747614724,20.8997615174,22.5771424893,24.2342852179,26.1685709726,27.1019040505,27.6133328838,27.5633327848,26.3049993969,23.5854756495,22.9023804433,21.2095233369,20.8504755838,20.6254757019,21.1726186845,22.7257135933,25.3614280336,26.6290468943,27.3307136798,27.5259515669,26.2288089933,24.4466660821,23.2602376483,21.370713824,20.7164280752,21.1180947624,23.041428021,24.2028565179,26.2923805148,27.0330945876,27.1533328019,27.3964279262,26.9161897838,25.9911898657,24.6783327831,22.9666661755,22.9659517833,23.0576185043,23.6121423352,24.0445232386,25.7266660876,27.231665929,27.6876184826,27.8392851238,26.7952376324,25.5521423248,24.3009519129,22.8707137786,22.327618554,22.42547562,23.1323803945,24.6402374907,26.0961898619,27.3292851221,28.1557136712,27.9971422462,26.7009518029,25.6164279667,24.119285266,23.1061899552,22.5352376757,22.0599994202,22.4745232269,24.3790471212,25.908570789,27.5471422102,27.7619042162,27.6826184143,27.1930945255,25.798332895,24.2316661562,22.6199993407,22.3014280229,22.0438091188,21.8442853288,23.0869042076,26.0766660598,27.7680946988,28.8423802964,27.2869040171,26.3164279579,25.4878565481,24.1973803833,22.7783327564,21.5197614486,21.2388091769,21.7854756405,23.2983328507,26.0797612781,27.1807135619,27.5026184721,27.9711898176,26.9990470974,24.4616661981,23.7285708931,22.2323803679,21.3609519681,21.849523226,23.0178566436,23.5235707871,24.5359517957,27.2459517888,28.0892850781,28.1147613062,26.3409516469,24.6057137533,23.2214278267,21.5228567114,20.962380319,21.0254758657,21.8185708633,23.456666129,25.6542851131,26.8323802952,28.2423802793,27.8840469181,26.8383327667,25.3945232117,23.9319041569,22.8599994748,21.8176185062,20.9704758329,22.8883327755,24.1933328079,25.0919041864,26.8080946148,27.3257136581,27.2930946798,25.9245231267,24.433570816,23.1547615417,22.0597615019,21.2380947836,20.9566662193,22.2240471612,23.035237585,25.7821422771,27.2154755821,28.5742850074,28.4023803524,27.2447611936,25.9071422752,24.757856459,23.4435709083,22.4833327707,22.0914281655,23.6333327519,24.8235708424,25.5164278119,26.7716660271,27.5145231421,27.7145230879,27.0297613148,25.4385707943,22.9214280905,21.3049995331,20.8795232764,21.3757138483,23.044285275,23.93333267,25.1392852238,27.3690469829,28.0038089748,27.9221421655,26.8254756017,25.0278565083,23.8057136536,22.0021424074,21.152380399,21.363570849,22.1104758138,23.2530946731,25.8178565162,27.5773804521,28.0459518431,28.2990471071,27.1254756564,25.2673803514,23.3904755907,21.8711899355,20.7402375545,21.3571423576,21.8345233376,23.7028565638,26.7478565029,27.5438089364,27.7595232548,27.956904184,27.140475591,25.5895232705,24.6676184326,22.9397614343,21.7928565798,22.0128566652,22.554046995,24.371666,26.2419042143,27.1747612726,27.3052375431,27.1778566719,26.5854757398,25.3485707783,23.5330947695,22.2640470776,22.1004758107,22.2635710126,22.1373805088,23.783570925,25.8947613583,27.8154755548,28.1869040448,27.8514280319,26.4228563312,25.1176184693,23.3007137217,21.6528566443,20.7049996048,20.9630948476,22.2966660995,22.8397611893,25.0307135805,27.5592852093,28.3364280521,28.8276185986,27.832380294,25.4792849674,23.693332854,22.1883327852,20.3540470943,20.1604757305,21.7026184626,23.7733326869,25.7457136879,27.8726182669,28.857618286,27.3859517679,26.6592851819,25.037142254,23.536904335
27.0,182.5,21.2235709605,20.3385709583,20.5066662283,21.2430948993,22.6842852093,23.3947612217,25.574285189,26.62738019,26.8516660412,25.9007138298,24.0671424417,22.476666269,21.0759518029,20.1545233036,19.7992852529,20.6380948576,22.5130947662,24.9869041898,26.421666145,26.3278565181,26.8719040095,26.6640469236,25.4728566121,23.4316662386,21.64142813,21.435952096,21.454761505,22.6345234376,24.6147613974,26.6930946164,27.5166661857,27.6428566431,27.2411900012,26.1085708707,24.863809041,23.2547616502,21.0649995352,20.1469043555,20.964047114,21.7759518843,23.0842852824,25.6952376136,25.7897613617,26.8507137755,27.3821422945,26.2973803112,24.5188088652,22.7835709255,21.7640470776,20.7616661614,20.4383329214,21.8635708943,22.192142395,24.4933328179,25.9347612748,26.424285071,26.9364280255,26.0757136576,24.4266661686,23.1957139517,22.0390470595,21.2799995971,21.3292852138,21.6511899857,22.59285668,24.0088089531,26.6261900043,27.82642805,27.6045234319,25.3830946971,24.3966661183,22.7969041102,21.4347614564,20.7692852026,21.227142379,21.9969042371,23.106189955,26.3023805614,27.1864278426,27.5449993498,27.3507135931,26.7316660198,25.3880947207,23.7804754802,23.0959517162,21.1740471069,21.2749994829,22.0338090255,23.6047614419,25.3666661579,26.6057136164,27.4566660376,27.4742850348,25.8516660881,24.2826185683,22.8735709871,22.0776184171,21.0209519529,21.1478566219,21.5735710236,22.6926185971,24.873094786,26.0080946524,27.0052374436,27.5595232188,26.644046919,24.6164281486,22.8852376481,21.6280946279,20.6292853124,20.8214280719,22.2245232264,23.369285221,25.0314279738,26.7466660912,27.3392851693,27.732618469,25.9335709076,24.249523299,22.4178566714,21.2171421957,20.3885709214,20.3471424464,20.8607137771,21.236428035,23.9561899733,25.953808785,26.3954754786,26.8680948076,25.4247614083,23.6654756643,22.1949995583,20.975237574,20.4128566921,20.8371422633,21.9509518038,23.5778566088,25.2971423469,26.6928565614,26.839523134,26.8592850362,25.1516662331,23.7899994169,22.7233330414,21.248332841,21.0095234367,21.044523466,21.6747615,23.121428126,25.543094544,26.0814279371,27.3028567626,27.0295230781,25.7488089969,24.2371423819,23.7688089102,22.4042850221,21.017856689,20.5564282738,21.5326183874,22.0233327314,24.9664280757,26.9521423074,27.3947612219,27.5892851236,26.9714280086,24.6547612688,23.0159518371,21.3980947226,20.3666661574,20.7528567538,22.4445233117,23.4942850843,25.804047085,26.9597611655,27.308570816,27.513570831,26.1402374445,23.08190423,22.0488090517,20.2999996007,20.4623804548,20.502142271,20.7735709695,21.825475829,24.9388088955,26.4780946467,27.7714279724,27.761666026,26.5359518871,24.3883328667,23.1683328724,21.4459518702,20.748570896,20.9080947695,22.188332695,23.0847613919,25.4192850474,26.3792852679,26.4502375462,26.8892852243,26.5504754836,25.7461897981,24.4254756207,22.817142305,22.8447613031,22.6199994769,23.0716662183,23.7442853567,25.2580948788,26.6088089264,27.2790467857,27.5307135814,26.5797613233,25.1930946174,24.1666661214,23.0795234495,22.9002376288,22.9726186476,23.4423804067,24.8252375467,25.8369042083,26.912856556,27.6145232064,27.6126183552,26.3459517617,25.5199995955,24.01809479,22.8983327771,22.4533329467,22.4919041676,22.8514279869,24.4564280279,25.69809455,27.1147612621,27.1226184486,27.6257137121,27.2373802998,25.6995232902,24.4952374417,22.6664281117,22.5035709207,22.1061899998,21.6249995002,22.5366663255,25.4597613938,27.0128568019,28.3595230914,27.649999255,26.3899994343,25.1404756824,23.7466662271,21.8840470088,20.9645232248,21.0054756345,21.4528567452,22.7845233733,25.3859518586,26.3352375943,26.9411897655,27.5961899079,26.6135708486,24.4709518067,23.5914280755,22.0430947707,21.0616660345,21.2421425867,22.5559518898,22.8366661521,23.9109519781,26.8373803181,27.6745232181,28.07904693,26.4423804057,24.6926185062,22.944047111,21.02380907,20.5926184429,20.5288090024,21.5507137655,23.66952333,26.0402375179,26.7852374033,27.7538089752,27.5433327807,26.3583326336,25.0740470429,23.5754756476,22.9761899324,22.2257136848,21.5511899679,23.2747613362,24.1026182631,25.3835708531,26.5026185174,26.7235708238,26.898809069,25.8588089264,24.5369042443,23.3145233336,22.1433327993,21.1823804948,21.3159518926,22.4078566236,23.539285115,25.6549994155,26.9133328026,28.08595176,27.8702375329,26.86904712,25.6359517229,24.4042852493,23.2414279667,22.5588090526,22.1735708143,23.139523279,24.3521421521,25.1309517907,26.1816661021,27.2128567479,27.6616661426,26.8271422164,25.18642807,23.115475791,21.5104757033,21.1766661236,21.6038090843,22.9357139043,23.4795232505,24.8764278776,27.2409517648,27.7247611898,27.5585707255,26.2114278693,24.3152374538,23.1135708488,21.6716661002,20.9611900421,20.891904241,21.8407137731,23.1676185255,25.7947612948,27.2759517488,27.7373802095,27.7899993719,26.7023802712,25.147618384,23.6909517571,22.4602376852,21.0121424083,21.5854756488,22.1366661164,23.9354756679,26.4433326257,26.9385708852,27.594999404,27.6804755526,26.798808961,25.242856616,24.3849995021,23.2261900671,22.4099993483,22.2004756464,22.616904259,24.5445233302,26.1849995112,26.8997613819,27.0909517386,27.4723803207,26.5799993329,25.3714280364,23.7011899038,22.5345231014,22.326427869,22.2921422783,22.1207137783,22.9935709181,25.5302374707,27.2652375819,27.5883325848,27.6011900674,26.2464279905,24.7209516707,22.9971422464,21.7940471745,20.5990473431,20.611666134,22.2099993121,22.4802376424,24.6302376707,27.0930945981,28.1792851855,28.6985708417,27.8307135902,25.3676184236,23.5659518467,21.8816662295,20.3328564964,19.9054755714,21.493808974,23.1166659764,24.8019042707,27.0076184505,28.21999945,27.857142221,26.7959518436,25.0080948336,23.5099994107
27.0,189.5,21.2104756948,20.1226186755,20.0478566948,21.2033329924,22.5992853071,23.2735709229,25.3278565638,25.914523215,26.5116660707,25.7452376233,23.7083328788,21.8954757062,20.8073803138,19.8809519264,19.7288088576,20.8278565181,21.9816661567,24.3023805164,25.6976185305,25.6540471026,26.2192851021,26.0245233264,24.9892851512,22.9995231171,21.3921425231,21.2745234174,21.4430947526,22.5614281152,24.5576184593,26.2999993729,27.3376184186,27.12714227,27.0016659329,25.8371424905,24.4864279881,23.1640469238,21.246190026,20.3102377024,21.0245232814,21.6645233964,22.8111898788,25.0461899895,25.2914281567,26.1597613833,26.7921423683,25.8902375362,24.2269043695,22.2278566814,21.4014280867,20.5423804693,20.0166662305,21.7692851574,22.7697614036,24.0297613145,25.3183325805,25.9438087374,26.5280948364,25.8742851983,24.0969043467,22.9380948205,21.7761902129,20.6302377614,20.7019043424,20.8192853029,21.64476154,23.0878565657,25.845951761,27.2104755126,27.0261898033,25.035713786,24.193809055,22.6597614286,21.4304756893,20.937380291,21.2476185845,22.3504756288,23.15857088,26.0092850176,26.6499994829,27.13261845,27.3871421814,26.620713734,25.2045230867,23.5857137498,23.0478565121,21.4409517114,21.5064280367,21.8902376726,23.4135708124,25.1878567195,25.8440470017,26.8407136367,27.0407138095,25.7123803186,23.8973803298,22.4978566402,21.522380419,20.9638091498,20.6711899436,21.4809519448,22.217142241,24.3361899512,25.2402376002,26.6359517236,27.15738024,26.5273803986,24.6807136995,22.8071423486,21.5399995524,20.4404757362,20.2785710374,21.7685709,22.9561901102,24.6380948564,26.4359516869,27.0071422024,27.2602376483,25.6395230969,24.1749992824,22.1785709293,21.0507139024,19.9338090983,20.3195231752,20.8407138645,21.0492853438,23.8452375952,25.5983330412,26.1471423198,26.6580946788,25.3571423124,23.5002377371,21.9464281167,20.46047574,19.8621424717,20.2135710038,21.7809519083,23.1580946336,25.1664280671,26.4333326698,26.7257135469,27.0190470557,25.1607137405,23.5514281143,22.7059517812,21.1178567974,20.5783329467,20.7138091031,21.1659518655,22.6916661945,24.9583327886,25.6047612145,26.8180947531,26.979285195,25.9323803574,24.8799992517,24.1761899221,22.7423806419,21.2597613562,20.4971423831,21.2861900786,22.1721422105,24.9171422771,26.546189944,26.6492851345,26.8990468979,26.4309515724,24.4097614283,23.0992852167,21.6204756786,20.7366662252,20.5392853874,22.1773802895,23.0933326538,24.9885708938,26.3238088969,27.1173804143,27.2976182757,26.0935707545,23.1378566648,21.8685710093,20.0799995605,20.4595234738,20.6923804514,20.8319042298,21.6776186174,24.5511898764,25.9988089969,27.6607137862,27.4738088331,26.5902375276,24.2723805564,22.624285289,21.0488090974,20.1045233414,20.6876186188,22.1597615198,22.669047129,24.8604756767,25.5947612121,25.9221422102,26.6069041205,26.2992850707,25.4180945438,24.0559518,22.4285709298,22.3564279655,22.3057138348,22.6204756788,23.7333328619,25.1366662067,25.9552374338,26.6285708286,27.1947613217,26.6419042405,25.05261839,23.9707137064,22.9842852188,22.7414281033,22.9523804071,23.0752375921,24.7323804583,25.5747614369,26.1988089881,26.9054756612,27.0152375817,26.0121423174,25.4273802895,23.9307136995,22.8176185514,22.194285166,22.3142852329,22.815237681,24.3902376264,25.6140470964,26.3985707864,26.5573804493,27.3769041698,26.8033327833,25.302856626,24.1078566595,22.3547614869,22.0083327062,21.6126184919,21.1749996914,22.2804755255,25.2940471288,26.3426185336,27.59523755,27.2666660948,26.0864280064,24.5935708,23.0626187555,21.2730949033,20.3685709181,20.8283329919,21.5626184381,22.9078566231,25.0704757143,25.7933327807,26.5233328221,27.3054755071,26.3219041821,24.5811898814,23.2659520193,22.1835707705,21.1745233993,20.7552375793,21.9599995386,22.3302373433,23.7040471579,26.0314279745,27.2099993117,27.8223803383,26.5133328662,24.912380265,23.1114280333,21.1571423657,20.6780948186,20.2821425029,21.5040470755,23.6804756443,25.8571422212,26.5278566452,27.4740469798,27.4209517979,26.3999994362,25.2595233012,23.4114282255,22.6019041876,21.8747612633,21.6852376117,22.8704755871,23.6573805588,25.5192851107,26.2966660545,26.4716661543,26.5973802288,25.8688090645,24.482856569,23.3314280283,22.109999566,21.2195232931,21.654523214,22.1788090755,23.5616662174,25.4514278679,26.5564280919,27.1764278867,27.2623804183,26.4028564638,25.2678566888,23.7695233476,22.7495232531,22.4835708255,22.2721422288,22.5997615538,24.1023803886,25.3680945357,26.3299994243,27.0361898502,27.5383327117,26.5954755602,24.9107136052,22.9530947093,21.9473804743,21.543332781,21.5942851483,22.5899994267,23.04880896,24.8964280171,27.0276185895,27.4369041352,27.4202375417,26.2347612836,24.3599994748,22.806904429,21.4426185519,20.7007137931,20.6869042719,21.6564281552,23.3240471352,25.5233327319,26.580951736,27.146904219,27.0871421271,26.3954755686,25.0942851024,23.8009520029,22.5052374429,21.3980947226,22.0230948133,22.7361899776,24.3349995838,26.0090470083,26.4714279621,27.1288090205,27.3383327667,26.4235707236,25.2599994117,23.9323804036,23.0080946521,22.3135711121,21.8090471088,22.29285658,24.3580946695,25.8038088938,26.2280945995,26.5907136381,26.9161897381,26.2014280043,25.1045232048,23.7102375486,22.5959519881,22.2716661179,21.9290471307,21.7657138274,22.4480946867,25.1245232081,26.6233326136,27.2492851076,27.5009517224,26.5476182295,24.8052375888,23.1526185443,21.7285709833,20.1061900464,20.0802376155,21.6823804488,22.5745233348,24.5116661164,26.7447614674,28.0604757119,28.4119041076,27.5695231755,25.2828565319,23.6083329514,21.81309482,20.3314281645,19.7302376431,21.1369041712,22.7264280767,24.2623804638,26.2138089681,27.5223802386,27.6380945836,26.2659518376,24.7492851531,23.4814279652
